"Year","Name","Count","Sex","Prop"
2006,"EDGAR",5,"M",2.49
2006,"EDMUND",5,"M",2.49
2006,"ENRICO",5,"M",2.49
2006,"FELIX",5,"M",2.49
2006,"FERNANDO",5,"M",2.49
2006,"FRANK",5,"M",2.49
2006,"GIACOMO",5,"M",2.49
2006,"HARRY",5,"M",2.49
2006,"IAN",5,"M",2.49
2006,"IDO",5,"M",2.49
2006,"ILLIA",5,"M",2.49
2006,"ISLAM",5,"M",2.49
2006,"ISMAEL",5,"M",2.49
2006,"JAREMA",5,"M",2.49
2006,"JONAS",5,"M",2.49
2006,"JUAN",5,"M",2.49
2006,"KYLE",5,"M",2.49
2006,"LIAM",5,"M",2.49
2006,"MACIEK",5,"M",2.49
2006,"MANUEL",5,"M",2.49
2006,"MASSIMO",5,"M",2.49
2006,"MATHIEU",5,"M",2.49
2006,"MICHAL",5,"M",2.49
2006,"MIECZYSŁAW",5,"M",2.49
2006,"MIGUEL",5,"M",2.49
2006,"PAOLO",5,"M",2.49
2006,"RAPHAEL",5,"M",2.49
2006,"SANTINO",5,"M",2.49
2006,"TEO",5,"M",2.49
2006,"TOMAS",5,"M",2.49
2006,"TOMMASO",5,"M",2.49
2006,"VOLODYMYR",5,"M",2.49
2006,"JULIA",14322,"F",7520.6
2006,"WIKTORIA",11666,"F",6125.91
2006,"OLIWIA",9682,"F",5084.1
2006,"NATALIA",8731,"F",4584.72
2006,"ALEKSANDRA",8349,"F",4384.13
2006,"ZUZANNA",7384,"F",3877.4
2006,"MARTYNA",5960,"F",3129.64
2006,"MAJA",5519,"F",2898.07
2006,"AMELIA",5321,"F",2794.1
2006,"WERONIKA",5282,"F",2773.62
2006,"ANNA",4989,"F",2619.76
2006,"KAROLINA",4733,"F",2485.34
2006,"KINGA",3773,"F",1981.23
2006,"NIKOLA",3743,"F",1965.48
2006,"PATRYCJA",3731,"F",1959.18
2006,"EMILIA",3613,"F",1897.22
2006,"MAGDALENA",3487,"F",1831.05
2006,"KLAUDIA",3281,"F",1722.88
2006,"DOMINIKA",2989,"F",1569.55
2006,"ALICJA",2947,"F",1547.49
2006,"PAULINA",2939,"F",1543.29
2006,"ZOFIA",2829,"F",1485.53
2006,"GABRIELA",2790,"F",1465.05
2006,"MARIA",2779,"F",1459.28
2006,"KATARZYNA",2459,"F",1291.24
2006,"MARTA",2419,"F",1270.24
2006,"AGATA",2037,"F",1069.65
2006,"HANNA",2017,"F",1059.14
2006,"JOANNA",1548,"F",812.87
2006,"MAŁGORZATA",1544,"F",810.77
2006,"LENA",1514,"F",795.01
2006,"MILENA",1497,"F",786.09
2006,"KAMILA",1421,"F",746.18
2006,"DARIA",1390,"F",729.9
2006,"SANDRA",1268,"F",665.84
2006,"ROKSANA",1256,"F",659.54
2006,"LAURA",1219,"F",640.11
2006,"NADIA",1168,"F",613.33
2006,"JUSTYNA",1144,"F",600.72
2006,"IZABELA",1071,"F",562.39
2006,"KORNELIA",1059,"F",556.09
2006,"JAGODA",968,"F",508.3
2006,"AGNIESZKA",960,"F",504.1
2006,"MONIKA",855,"F",448.97
2006,"ANTONINA",835,"F",438.47
2006,"ANGELIKA",771,"F",404.86
2006,"SARA",740,"F",388.58
2006,"OLGA",734,"F",385.43
2006,"IGA",725,"F",380.7
2006,"MALWINA",711,"F",373.35
2006,"MICHALINA",705,"F",370.2
2006,"EWA",701,"F",368.1
2006,"BARBARA",687,"F",360.75
2006,"NINA",596,"F",312.96
2006,"MARCELINA",592,"F",310.86
2006,"POLA",580,"F",304.56
2006,"EWELINA",514,"F",269.91
2006,"ANASTAZJA",475,"F",249.43
2006,"OLIVIA",464,"F",243.65
2006,"SYLWIA",444,"F",233.15
2006,"KAJA",437,"F",229.47
2006,"NICOLE",436,"F",228.95
2006,"ADRIANNA",434,"F",227.9
2006,"KARINA",431,"F",226.32
2006,"MARIKA",419,"F",220.02
2006,"ELIZA",414,"F",217.39
2006,"MATYLDA",410,"F",215.29
2006,"VICTORIA",402,"F",211.09
2006,"JULITA",385,"F",202.17
2006,"ŁUCJA",374,"F",196.39
2006,"NICOLA (F)",368,"F",193.24
2006,"URSZULA",361,"F",189.56
2006,"DAGMARA",354,"F",185.89
2006,"JESSICA",316,"F",165.93
2006,"VANESSA",304,"F",159.63
2006,"DOROTA",302,"F",158.58
2006,"KALINA",300,"F",157.53
2006,"HELENA",288,"F",151.23
2006,"MARLENA",286,"F",150.18
2006,"LIDIA",264,"F",138.63
2006,"ANIELA",255,"F",133.9
2006,"MAGDA",252,"F",132.33
2006,"ANITA",251,"F",131.8
2006,"MARIANNA",247,"F",129.7
2006,"ANETA",245,"F",128.65
2006,"ANDŻELIKA",234,"F",122.88
2006,"BLANKA",226,"F",118.67
2006,"NATASZA",223,"F",117.1
2006,"KLARA",218,"F",114.47
2006,"RÓŻA",218,"F",114.47
2006,"LILIANA",203,"F",106.6
2006,"SONIA",196,"F",102.92
2006,"OTYLIA",195,"F",102.4
2006,"WANESSA",194,"F",101.87
2006,"TATIANA",193,"F",101.35
2006,"PAULA",171,"F",89.79
2006,"ROZALIA",171,"F",89.79
2006,"BEATA",170,"F",89.27
2006,"DIANA",161,"F",84.54
2006,"INGA",156,"F",81.92
2006,"LIWIA",154,"F",80.87
2006,"JULIANNA",151,"F",79.29
2006,"AURELIA",149,"F",78.24
2006,"JUDYTA",142,"F",74.57
2006,"ELŻBIETA",137,"F",71.94
2006,"ADA",134,"F",70.36
2006,"EDYTA",134,"F",70.36
2006,"VIKTORIA",134,"F",70.36
2006,"MAYA",129,"F",67.74
2006,"LUIZA",122,"F",64.06
2006,"SAMANTA",122,"F",64.06
2006,"WIOLETTA",117,"F",61.44
2006,"JOWITA",112,"F",58.81
2006,"BIANKA",106,"F",55.66
2006,"SABINA",106,"F",55.66
2006,"FAUSTYNA",105,"F",55.14
2006,"ESTERA",104,"F",54.61
2006,"KONSTANCJA",103,"F",54.09
2006,"WANESA",101,"F",53.04
2006,"NELA",100,"F",52.51
2006,"ŻANETA",100,"F",52.51
2006,"IWONA",99,"F",51.99
2006,"LILIANNA",99,"F",51.99
2006,"ILONA",96,"F",50.41
2006,"AMANDA",93,"F",48.84
2006,"IZABELLA",89,"F",46.73
2006,"OLIMPIA",88,"F",46.21
2006,"ALEXANDRA",86,"F",45.16
2006,"CLAUDIA",85,"F",44.63
2006,"JOLANTA",85,"F",44.63
2006,"MICHELLE",85,"F",44.63
2006,"IDA",84,"F",44.11
2006,"ALINA",74,"F",38.86
2006,"JADWIGA",74,"F",38.86
2006,"MELANIA",74,"F",38.86
2006,"TERESA",74,"F",38.86
2006,"EMMA",73,"F",38.33
2006,"EMILY",70,"F",36.76
2006,"MARZENA",70,"F",36.76
2006,"KRYSTYNA",69,"F",36.23
2006,"OKTAWIA",62,"F",32.56
2006,"VERONICA",62,"F",32.56
2006,"ADRIANA",58,"F",30.46
2006,"NOEMI",56,"F",29.41
2006,"MIRIAM",55,"F",28.88
2006,"INEZ",54,"F",28.36
2006,"TAMARA",54,"F",28.36
2006,"SOFIA",53,"F",27.83
2006,"NATALIE",52,"F",27.31
2006,"SARAH",52,"F",27.31
2006,"NICOL",51,"F",26.78
2006,"INES",49,"F",25.73
2006,"JAGNA",47,"F",24.68
2006,"MARIOLA",45,"F",23.63
2006,"MAJKA",44,"F",23.1
2006,"WIOLETA",44,"F",23.1
2006,"APOLONIA",42,"F",22.05
2006,"ELENA",41,"F",21.53
2006,"SOPHIE",41,"F",21.53
2006,"DANIELA",40,"F",21
2006,"MARCELA",40,"F",21
2006,"JESIKA",38,"F",19.95
2006,"HONORATA",37,"F",19.43
2006,"KSENIA",37,"F",19.43
2006,"ANTONIA",36,"F",18.9
2006,"NIKOL",36,"F",18.9
2006,"ROXANA",35,"F",18.38
2006,"ANGELINA",34,"F",17.85
2006,"TINA",34,"F",17.85
2006,"DŻESIKA",33,"F",17.33
2006,"IRENA",33,"F",17.33
2006,"MARTINA",33,"F",17.33
2006,"GAJA",32,"F",16.8
2006,"JAŚMINA",31,"F",16.28
2006,"MIA",31,"F",16.28
2006,"NEL",31,"F",16.28
2006,"JASMINA",30,"F",15.75
2006,"PATRICIA",30,"F",15.75
2006,"RENATA",30,"F",15.75
2006,"JANINA",29,"F",15.23
2006,"JENNIFER",29,"F",15.23
2006,"WANDA",29,"F",15.23
2006,"ARLETA",28,"F",14.7
2006,"DOBROSŁAWA",28,"F",14.7
2006,"ELWIRA",28,"F",14.7
2006,"GABRIELLA",28,"F",14.7
2006,"LUCYNA",28,"F",14.7
2006,"STELLA",28,"F",14.7
2006,"CELINA",27,"F",14.18
2006,"DANUTA",27,"F",14.18
2006,"LEA",27,"F",14.18
2006,"STEFANIA",27,"F",14.18
2006,"ANGELA",26,"F",13.65
2006,"BRYGIDA",26,"F",13.65
2006,"ISABELLA",26,"F",13.65
2006,"KASANDRA",26,"F",13.65
2006,"LARYSA",26,"F",13.65
2006,"NAOMI",26,"F",13.65
2006,"GLORIA",25,"F",13.13
2006,"LARA",25,"F",13.13
2006,"OLA",25,"F",13.13
2006,"SOPHIA",25,"F",13.13
2006,"VERONIKA",25,"F",13.13
2006,"ALICIA",24,"F",12.6
2006,"GIULIA",24,"F",12.6
2006,"ERYKA",23,"F",12.08
2006,"LIVIA",23,"F",12.08
2006,"ANASTASIA",22,"F",11.55
2006,"JESSIKA",22,"F",11.55
2006,"ABIGAIL",21,"F",11.03
2006,"MALINA",21,"F",11.03
2006,"MARCJANNA",21,"F",11.03
2006,"SIMONA",21,"F",11.03
2006,"ŻAKLINA",21,"F",11.03
2006,"EVA",20,"F",10.5
2006,"IRMINA",20,"F",10.5
2006,"IZA",20,"F",10.5
2006,"JESICA",20,"F",10.5
2006,"MARIE",20,"F",10.5
2006,"NELL",20,"F",10.5
2006,"NIKOLETTA",20,"F",10.5
2006,"ADELA",19,"F",9.98
2006,"AMINA",19,"F",9.98
2006,"ANGELICA",19,"F",9.98
2006,"BOGNA",19,"F",9.98
2006,"DALIA",19,"F",9.98
2006,"DOBROCHNA",19,"F",9.98
2006,"MARIETTA",19,"F",9.98
2006,"NELLY",19,"F",9.98
2006,"NIKOLINA",19,"F",9.98
2006,"RITA",19,"F",9.98
2006,"BOGUMIŁA",18,"F",9.45
2006,"VIVIEN",18,"F",9.45
2006,"ANIKA",17,"F",8.93
2006,"CAROLINE",17,"F",8.93
2006,"DOBRAWA",17,"F",8.93
2006,"FRANCISZKA",17,"F",8.93
2006,"KAYA",17,"F",8.93
2006,"LILIA",17,"F",8.93
2006,"LISA",17,"F",8.93
2006,"NICOLL",17,"F",8.93
2006,"PAMELA",17,"F",8.93
2006,"TOLA",17,"F",8.93
2006,"CHIARA",16,"F",8.4
2006,"ELISA",16,"F",8.4
2006,"GRETA",16,"F",8.4
2006,"MANUELA",16,"F",8.4
2006,"MARYLA",16,"F",8.4
2006,"MILA",16,"F",8.4
2006,"OKSANA",16,"F",8.4
2006,"BERENIKA",15,"F",7.88
2006,"BERNADETA",15,"F",7.88
2006,"CECYLIA",15,"F",7.88
2006,"FATIMA",15,"F",7.88
2006,"GRACJANA",15,"F",7.88
2006,"NADINE",15,"F",7.88
2006,"RAMONA",15,"F",7.88
2006,"BERNADETTA",14,"F",7.35
2006,"CARMEN",14,"F",7.35
2006,"CAROLINA",14,"F",7.35
2006,"CLARA",14,"F",7.35
2006,"EMILIE",14,"F",7.35
2006,"ERIKA",14,"F",7.35
2006,"HANNAH",14,"F",7.35
2006,"OLENA",14,"F",7.35
2006,"ORIANA",14,"F",7.35
2006,"WIRGINIA",14,"F",7.35
2006,"YASMIN",14,"F",7.35
2006,"ZOE",14,"F",7.35
2006,"AURORA",13,"F",6.83
2006,"ELLA",13,"F",6.83
2006,"FLORENTYNA",13,"F",6.83
2006,"MELISSA",13,"F",6.83
2006,"MIRELLA",13,"F",6.83
2006,"NATASHA",13,"F",6.83
2006,"SAMIRA",13,"F",6.83
2006,"VITTORIA",13,"F",6.83
2006,"ALDONA",12,"F",6.3
2006,"ALESSIA",12,"F",6.3
2006,"ALICE",12,"F",6.3
2006,"AMELIE",12,"F",6.3
2006,"ANA",12,"F",6.3
2006,"EUNIKA",12,"F",6.3
2006,"JASMIN",12,"F",6.3
2006,"KATERYNA",12,"F",6.3
2006,"LILA",12,"F",6.3
2006,"NATHALIE",12,"F",6.3
2006,"SABRINA",12,"F",6.3
2006,"ANASTASIIA",11,"F",5.78
2006,"ARLETTA",11,"F",5.78
2006,"BOŻENA",11,"F",5.78
2006,"GRAŻYNA",11,"F",5.78
2006,"HALINA",11,"F",5.78
2006,"IDALIA",11,"F",5.78
2006,"INKA",11,"F",5.78
2006,"KIRA",11,"F",5.78
2006,"MAIA",11,"F",5.78
2006,"MARITA",11,"F",5.78
2006,"MELISA",11,"F",5.78
2006,"NADJA",11,"F",5.78
2006,"NASTAZJA",11,"F",5.78
2006,"NICOLETTA",11,"F",5.78
2006,"NIKOLETA",11,"F",5.78
2006,"ALESSANDRA",10,"F",5.25
2006,"ANDREA (F)",10,"F",5.25
2006,"CHLOE",10,"F",5.25
2006,"DEBORA",10,"F",5.25
2006,"DONATA",10,"F",5.25
2006,"EMILA",10,"F",5.25
2006,"ISMENA",10,"F",5.25
2006,"JANA",10,"F",5.25
2006,"KATHERINE",10,"F",5.25
2006,"MELANIE",10,"F",5.25
2006,"MICHAELA",10,"F",5.25
2006,"RAYANA",10,"F",5.25
2006,"SOFIIA",10,"F",5.25
2006,"SUZANNA",10,"F",5.25
2006,"YAEL",10,"F",5.25
2006,"ALEXIA",9,"F",4.73
2006,"ALMA",9,"F",4.73
2006,"BIANCA",9,"F",4.73
2006,"FELICJA",9,"F",4.73
2006,"GAIA",9,"F",4.73
2006,"ISABELLE",9,"F",4.73
2006,"KAREN",9,"F",4.73
2006,"KELLY",9,"F",4.73
2006,"KESJA",9,"F",4.73
2006,"KHAVA",9,"F",4.73
2006,"KIARA",9,"F",4.73
2006,"KORNELA",9,"F",4.73
2006,"LILLY",9,"F",4.73
2006,"MARIIA",9,"F",4.73
2006,"MIKA",9,"F",4.73
2006,"MONICA",9,"F",4.73
2006,"NIKA",9,"F",4.73
2006,"SOFIYA",9,"F",4.73
2006,"SUZANNE",9,"F",4.73
2006,"ZOJA",9,"F",4.73
2006,"AIDA",8,"F",4.2
2006,"CARLA",8,"F",4.2
2006,"CHANEL",8,"F",4.2
2006,"CHARLOTTE",8,"F",4.2
2006,"DAJANA",8,"F",4.2
2006,"DOBROMIŁA",8,"F",4.2
2006,"ELIZABETH",8,"F",4.2
2006,"INGRID",8,"F",4.2
2006,"JULIANA",8,"F",4.2
2006,"JULIETTE",8,"F",4.2
2006,"KATIA",8,"F",4.2
2006,"LAILA",8,"F",4.2
2006,"LILY",8,"F",4.2
2006,"MARINA",8,"F",4.2
2006,"MARYAM",8,"F",4.2
2006,"MILLA",8,"F",4.2
2006,"NOA",8,"F",4.2
2006,"RACHEL",8,"F",4.2
2006,"REGINA",8,"F",4.2
2006,"SAMANTHA",8,"F",4.2
2006,"SOFIJA",8,"F",4.2
2006,"SUSANNA",8,"F",4.2
2006,"AYLIN",7,"F",3.68
2006,"CYNTHIA",7,"F",3.68
2006,"EMANUELA",7,"F",3.68
2006,"FRANCESCA",7,"F",3.68
2006,"HANA",7,"F",3.68
2006,"JÓZEFINA",7,"F",3.68
2006,"KAMILLA",7,"F",3.68
2006,"KARMEN",7,"F",3.68
2006,"LEILA",7,"F",3.68
2006,"LEYLA",7,"F",3.68
2006,"LILLA",7,"F",3.68
2006,"MIRA",7,"F",3.68
2006,"NOGA",7,"F",3.68
2006,"OLEKSANDRA",7,"F",3.68
2006,"REBEKA",7,"F",3.68
2006,"SYLVIA",7,"F",3.68
2006,"WALERIA",7,"F",3.68
2006,"ARIADNA",6,"F",3.15
2006,"BOGUSŁAWA",6,"F",3.15
2006,"CAMILA",6,"F",3.15
2006,"CAMILLA",6,"F",3.15
2006,"CORNELIA",6,"F",3.15
2006,"CYNTIA",6,"F",3.15
2006,"DAGNA",6,"F",3.15
2006,"DELFINA",6,"F",3.15
2006,"FIONA",6,"F",3.15
2006,"GABRIELLE",6,"F",3.15
2006,"GRACJA",6,"F",3.15
2006,"HIACYNTA",6,"F",3.15
2006,"JASMINE",6,"F",3.15
2006,"KAYLA",6,"F",3.15
2006,"LAYLA",6,"F",3.15
2006,"LEAH",6,"F",3.15
2006,"LETIZIA",6,"F",3.15
2006,"LIA",6,"F",3.15
2006,"LUCY",6,"F",3.15
2006,"LUDWIKA",6,"F",3.15
2006,"LUNA",6,"F",3.15
2006,"MALVINA",6,"F",3.15
2006,"MARIYA",6,"F",3.15
2006,"MARTHA",6,"F",3.15
2006,"MATILDA",6,"F",3.15
2006,"MEGAN",6,"F",3.15
2006,"MICHELA",6,"F",3.15
2006,"NADZIEJA",6,"F",3.15
2006,"PATRIZIA",6,"F",3.15
2006,"PAULINE",6,"F",3.15
2006,"RACHELA",6,"F",3.15
2006,"SELENA",6,"F",3.15
2006,"SHIRA",6,"F",3.15
2006,"SILVIA",6,"F",3.15
2006,"VIKTORIIA",6,"F",3.15
2006,"VIVIAN",6,"F",3.15
2006,"ZYTA",6,"F",3.15
2006,"ALISA",5,"F",2.63
2006,"ANASTASIYA",5,"F",2.63
2006,"ANIA",5,"F",2.63
2006,"ANNIKA",5,"F",2.63
2006,"ARIANNA",5,"F",2.63
2006,"ARINA",5,"F",2.63
2006,"CATHERINE",5,"F",2.63
2006,"CLAIRE",5,"F",2.63
2006,"DAISY",5,"F",2.63
2006,"DĄBRÓWKA",5,"F",2.63
2006,"ELISABETH",5,"F",2.63
2006,"ISABEL",5,"F",2.63
2006,"KLAUDYNA",5,"F",2.63
2006,"KLEMENTYNA",5,"F",2.63
2006,"LAUREN",5,"F",2.63
2006,"LETYCJA",5,"F",2.63
2006,"LIGIA",5,"F",2.63
2006,"LINDA",5,"F",2.63
2006,"LUISA",5,"F",2.63
2006,"MARIAM",5,"F",2.63
2006,"MERCEDES",5,"F",2.63
2006,"MILANA",5,"F",2.63
2006,"MIRELA",5,"F",2.63
2006,"MIROSŁAWA",5,"F",2.63
2006,"POLINA",5,"F",2.63
2006,"ROSE",5,"F",2.63
2006,"ROXANNE",5,"F",2.63
2006,"SALMA",5,"F",2.63
2006,"SCARLETT",5,"F",2.63
2006,"SYNTIA",5,"F",2.63
2006,"VANESA",5,"F",2.63
2006,"VIOLETTA",5,"F",2.63
2006,"VIRGINIA",5,"F",2.63
2006,"VIVIANA",5,"F",2.63
2006,"WALENTYNA",5,"F",2.63
2006,"YELYZAVETA",5,"F",2.63
2006,"ZOSIA",5,"F",2.63
2007,"JAKUB",16118,"M",7604.77
2007,"KACPER",12196,"M",5754.3
2007,"MATEUSZ",8660,"M",4085.95
2007,"SZYMON",7959,"M",3755.2
2007,"BARTOSZ",7660,"M",3614.13
2007,"MICHAŁ",6846,"M",3230.07
2007,"DAWID",5633,"M",2657.75
2007,"FILIP",5595,"M",2639.82
2007,"PIOTR",5227,"M",2466.19
2007,"WIKTOR",4740,"M",2236.42
2007,"MACIEJ",4568,"M",2155.27
2007,"MIKOŁAJ",4264,"M",2011.83
2007,"PATRYK",4168,"M",1966.54
2007,"PAWEŁ",3998,"M",1886.33
2007,"KAMIL",3990,"M",1882.55
2007,"DOMINIK",3915,"M",1847.17
2007,"ADAM",3814,"M",1799.51
2007,"IGOR",3711,"M",1750.92
2007,"JAN",3561,"M",1680.14
2007,"OSKAR",3539,"M",1669.76
2007,"KAROL",3225,"M",1521.61
2007,"ADRIAN",2987,"M",1409.32
2007,"KRZYSZTOF",2926,"M",1380.54
2007,"MAKSYMILIAN",2849,"M",1344.21
2007,"TOMASZ",2815,"M",1328.17
2007,"WOJCIECH",2812,"M",1326.75
2007,"BARTŁOMIEJ",2700,"M",1273.91
2007,"OLIWIER",2648,"M",1249.37
2007,"ANTONI",2490,"M",1174.83
2007,"SEBASTIAN",2488,"M",1173.88
2007,"ŁUKASZ",2472,"M",1166.33
2007,"ALEKSANDER",2439,"M",1150.76
2007,"KRYSTIAN",2401,"M",1132.84
2007,"MARCEL",2306,"M",1088.01
2007,"HUBERT",2301,"M",1085.65
2007,"MARCIN",1989,"M",938.45
2007,"MIŁOSZ",1985,"M",936.56
2007,"DAMIAN",1886,"M",889.85
2007,"KONRAD",1731,"M",816.72
2007,"FRANCISZEK",1728,"M",815.3
2007,"DANIEL",1698,"M",801.15
2007,"ALAN",1584,"M",747.36
2007,"NIKODEM",1465,"M",691.21
2007,"STANISŁAW",1303,"M",614.78
2007,"RAFAŁ",1171,"M",552.5
2007,"PRZEMYSŁAW",1103,"M",520.42
2007,"FABIAN",1093,"M",515.7
2007,"ERYK",1075,"M",507.2
2007,"GRZEGORZ",978,"M",461.44
2007,"ARTUR",957,"M",451.53
2007,"GABRIEL",899,"M",424.16
2007,"RADOSŁAW",854,"M",402.93
2007,"TYMOTEUSZ",838,"M",395.38
2007,"BŁAŻEJ",821,"M",387.36
2007,"GRACJAN",705,"M",332.63
2007,"OLIVIER",650,"M",306.68
2007,"MAREK",645,"M",304.32
2007,"ARKADIUSZ",642,"M",302.91
2007,"KUBA",635,"M",299.6
2007,"NORBERT",635,"M",299.6
2007,"OLAF",634,"M",299.13
2007,"JULIAN",603,"M",284.51
2007,"ROBERT",597,"M",281.68
2007,"KAJETAN",532,"M",251.01
2007,"TYMON",496,"M",234.02
2007,"BORYS",472,"M",222.7
2007,"CEZARY",452,"M",213.26
2007,"JACEK",420,"M",198.16
2007,"TOBIASZ",416,"M",196.28
2007,"ALEX",415,"M",195.8
2007,"CYPRIAN",408,"M",192.5
2007,"ANDRZEJ",407,"M",192.03
2007,"NATAN",389,"M",183.54
2007,"KORNEL",372,"M",175.52
2007,"IGNACY",364,"M",171.74
2007,"EMIL",357,"M",168.44
2007,"MARIUSZ",336,"M",158.53
2007,"OLIVER",330,"M",155.7
2007,"ALEXANDER",324,"M",152.87
2007,"SEWERYN",322,"M",151.93
2007,"KSAWERY",321,"M",151.45
2007,"DAVID",320,"M",150.98
2007,"ALEKS",311,"M",146.74
2007,"BRAJAN",292,"M",137.77
2007,"DARIUSZ",280,"M",132.11
2007,"LEON",272,"M",128.33
2007,"BRUNO",250,"M",117.95
2007,"DORIAN",250,"M",117.95
2007,"KEVIN",244,"M",115.12
2007,"JĘDRZEJ",226,"M",106.63
2007,"WITOLD",217,"M",102.38
2007,"NATANIEL",216,"M",101.91
2007,"SAMUEL",201,"M",94.84
2007,"REMIGIUSZ",187,"M",88.23
2007,"ALBERT",182,"M",85.87
2007,"JAROSŁAW",179,"M",84.46
2007,"MAKSYM",176,"M",83.04
2007,"KEWIN",165,"M",77.85
2007,"ERNEST",160,"M",75.49
2007,"NICOLAS",151,"M",71.24
2007,"DENIS",149,"M",70.3
2007,"OSCAR",149,"M",70.3
2007,"SYLWESTER",147,"M",69.36
2007,"IWO",144,"M",67.94
2007,"JULIUSZ",141,"M",66.53
2007,"KLAUDIUSZ",139,"M",65.58
2007,"MARTIN",139,"M",65.58
2007,"JERZY",136,"M",64.17
2007,"XAVIER",130,"M",61.34
2007,"MAXIMILIAN",129,"M",60.86
2007,"MARCELI",127,"M",59.92
2007,"OLIWER",123,"M",58.03
2007,"JEREMI",121,"M",57.09
2007,"MICHAEL",115,"M",54.26
2007,"PATRICK",115,"M",54.26
2007,"RYSZARD",115,"M",54.26
2007,"KSAWIER",114,"M",53.79
2007,"SŁAWOMIR",114,"M",53.79
2007,"KORDIAN",108,"M",50.96
2007,"STEFAN",108,"M",50.96
2007,"VICTOR",106,"M",50.01
2007,"NIKOLAS",102,"M",48.13
2007,"SERGIUSZ",102,"M",48.13
2007,"TADEUSZ",100,"M",47.18
2007,"BENIAMIN",93,"M",43.88
2007,"MIESZKO",91,"M",42.94
2007,"JONASZ",90,"M",42.46
2007,"MILAN",90,"M",42.46
2007,"AMADEUSZ",88,"M",41.52
2007,"OLGIERD",83,"M",39.16
2007,"ALEKSY",82,"M",38.69
2007,"JEREMIASZ",82,"M",38.69
2007,"JÓZEF",81,"M",38.22
2007,"SZCZEPAN",81,"M",38.22
2007,"OKTAWIAN",79,"M",37.27
2007,"JACOB",77,"M",36.33
2007,"JOACHIM",76,"M",35.86
2007,"NATHAN",75,"M",35.39
2007,"JANUSZ",74,"M",34.91
2007,"MAX",71,"M",33.5
2007,"KASPER",69,"M",32.56
2007,"GUSTAW",65,"M",30.67
2007,"JONATAN",63,"M",29.72
2007,"MAURYCY",63,"M",29.72
2007,"BRIAN",54,"M",25.48
2007,"KONSTANTY",54,"M",25.48
2007,"KASJAN",53,"M",25.01
2007,"KORNELIUSZ",53,"M",25.01
2007,"KAZIMIERZ",52,"M",24.53
2007,"LESZEK",52,"M",24.53
2007,"THOMAS",52,"M",24.53
2007,"MATTHEW",51,"M",24.06
2007,"SIMON",51,"M",24.06
2007,"ARON",50,"M",23.59
2007,"BENJAMIN",50,"M",23.59
2007,"LEONARD",50,"M",23.59
2007,"TYTUS",49,"M",23.12
2007,"ZBIGNIEW",49,"M",23.12
2007,"NICHOLAS",48,"M",22.65
2007,"PHILIP",48,"M",22.65
2007,"WILLIAM",47,"M",22.18
2007,"ERWIN",46,"M",21.7
2007,"KRYSPIN",45,"M",21.23
2007,"MAXYMILIAN",45,"M",21.23
2007,"ROCH",45,"M",21.23
2007,"TRISTAN",45,"M",21.23
2007,"VINCENT",44,"M",20.76
2007,"VIKTOR",43,"M",20.29
2007,"HENRYK",42,"M",19.82
2007,"KOSMA",42,"M",19.82
2007,"ANTHONY",41,"M",19.34
2007,"ROMAN",41,"M",19.34
2007,"CHRISTIAN",40,"M",18.87
2007,"BRAYAN",39,"M",18.4
2007,"BRYAN",39,"M",18.4
2007,"FRYDERYK",39,"M",18.4
2007,"BERNARD",37,"M",17.46
2007,"FELIKS",37,"M",17.46
2007,"FLORIAN",37,"M",17.46
2007,"MATTEO",37,"M",17.46
2007,"MIROSŁAW",37,"M",17.46
2007,"LUCJAN",35,"M",16.51
2007,"ANTONIO",34,"M",16.04
2007,"EMANUEL",34,"M",16.04
2007,"LUCAS",34,"M",16.04
2007,"MAKS",34,"M",16.04
2007,"JOSHUA",33,"M",15.57
2007,"MIRON",33,"M",15.57
2007,"BOGDAN",32,"M",15.1
2007,"DOMINIC",32,"M",15.1
2007,"JUSTIN",31,"M",14.63
2007,"CASPER",30,"M",14.15
2007,"EMILIAN",30,"M",14.15
2007,"PASCAL",30,"M",14.15
2007,"WŁADYSŁAW",29,"M",13.68
2007,"ZIEMOWIT",29,"M",13.68
2007,"KRISTIAN",28,"M",13.21
2007,"LUKAS",28,"M",13.21
2007,"NATHANIEL",28,"M",13.21
2007,"ERIC",27,"M",12.74
2007,"GERARD",27,"M",12.74
2007,"IRENEUSZ",27,"M",12.74
2007,"MARCO",26,"M",12.27
2007,"RYAN",26,"M",12.27
2007,"AARON",25,"M",11.8
2007,"DYLAN",25,"M",11.8
2007,"ELIASZ",25,"M",11.8
2007,"HUGO",25,"M",11.8
2007,"KARIM",25,"M",11.8
2007,"CHRISTOPHER",24,"M",11.32
2007,"CRISTIAN",24,"M",11.32
2007,"FRANCESCO",24,"M",11.32
2007,"BOLESŁAW",23,"M",10.85
2007,"COLIN",23,"M",10.85
2007,"ERIK",23,"M",10.85
2007,"JONATHAN",23,"M",10.85
2007,"LUDWIK",23,"M",10.85
2007,"RAFAEL",23,"M",10.85
2007,"JORDAN",22,"M",10.38
2007,"MARKUS",22,"M",10.38
2007,"PETER",22,"M",10.38
2007,"SEAN",22,"M",10.38
2007,"ARIEL",21,"M",9.91
2007,"BRUNON",21,"M",9.91
2007,"ALLAN",20,"M",9.44
2007,"BARTEK",20,"M",9.44
2007,"JOHN",20,"M",9.44
2007,"PAUL",20,"M",9.44
